Character name,Allegiance,Culture,Birthyear,Deathyear,Gender,DeadAlive,POV,categories
Sylas_Flatnose,,##Ironborn#,NULL,NULL,M,,Aeron Greyjoy,Characters from the Iron Islands#Monarchs#Nobles#
Sylva_Santagar,##House Santagar#House Estermont#,##Dornish#,277,NULL,F,,Arianne Martell,Noblewomen#Characters from Dorne#House Santagar#House Estermont#
Sylwa_Paege,##House Paege#House Frey#,,NULL,NULL,,,,House Paege#House Frey#Noblewomen#Characters from the Riverlands#
Symeon_Star-Eyes,,,NULL,NULL,,,,Characters from Westeros#Legendary Heroes#
Symon_Hollard,##House Hollard#,,NULL,NULL,M,,Brienne of Tarth,House Hollard#Nobles#Characters from the Crownlands#Knights#Masters-at-arms#
Symon_Santagar,##House Santagar#,,NULL,NULL,M,,N/A,Nobles#Characters from Dorne#Knights#House Santagar#
Symon_Silver_Tongue,,,NULL,299,,,,Singers#Smallfolk#Characters from Westeros#
Symon_Stripeback,##House Targaryen#Free Brothers#,,NULL,NULL,M,,Daenerys Targaryen,Characters from Astapor#Courtiers and followers of Daenerys Targaryen#Ruling council of Meereen#Slaves and freedmen#
Symond_Botley,##House Botley#,##Ironborn#,NULL,NULL,M,,N/A,House Botley#Nobles#Characters from the Iron Islands#
Symond_Frey,##House Frey#,,260,300,M,D,N/A,House Frey#Spymasters#Nobles#Characters from the Riverlands#
Symond_Templeton,##House Templeton#,,NULL,NULL,M,,Sansa Stark,House Templeton#Nobles#Characters from the Vale#
Syrio_Forel,##House Stark#,##Braavosi#,NULL,298,M,U,Arya Stark,Characters from Braavos#House Stark retainers#
Taena_of_Myr,##House Merryweather#,##Myrish#,276,NULL,,,,Noblewomen#Spies#Characters from Myr#House Merryweather#Followers and collaborators of Cersei Lannister#
Tagganaro,,##Braavosi#,NULL,NULL,M,,Arya Stark,Thieves#Smallfolk#Characters from Braavos#
Tal_Toraq,##House Targaryen#Stalwart Shields#,,NULL,NULL,M,,Barristan Selmy,Characters from Meereen#Characters from the Summer Islands#Slaves and freedmen#Ruling council of Meereen#
Talea,,##Braavosi#,NULL,NULL,F,,Arya Stark,Smallfolk#Characters from Braavos#
Talla_Tarly,##House Tarly#,,NULL,NULL,F,,Samwell Tarly,Noblewomen#Characters from the Reach#House Tarly#
Tallad,##House Baratheon of King's Landing#,,NULL,NULL,M,A,Tyrion Lannister,Knights#Smallfolk#House Baratheon retainers#Characters from the Crownlands#
Tanda_Stokeworth,##House Stokeworth#,,NULL,300,F,D,Eddard Stark,Noblewomen#Characters from the Crownlands#House Stokeworth#
Tanselle,,##Dornish#,NULL,NULL,F,D,N/A,Artists#Characters from Dorne#Smallfolk#
Tansy,##Peach#,,NULL,NULL,F,,Brienne of Tarth,Smallfolk#Characters from the Riverlands#Innkeepers#Collaborators of the Brotherhood Without Banners#
Tansy_(orphan),,,NULL,NULL,,,,Smallfolk#Characters from the Riverlands#
Tanton_Fossoway,##House Fossoway of Cider Hall#,,NULL,NULL,M,A,Catelyn Tully,House Fossoway of Cider Hall#Nobles#Characters from the Reach#Knights#
Tarber,,,NULL,NULL,M,U,Arya Stark,Smallfolk#Characters from the Crownlands#Recruits of the Night's Watch#
Tarle,##Drowned men#,##Ironborn#,NULL,NULL,M,,Aeron Greyjoy,Characters from the Iron Islands#Drowned men#Clergy#
Temmo,,##Dothraki#,NULL,NULL,M,,Daenerys Targaryen,Characters from the Dothraki sea#Khals#
Ternesio_Terys,,##Braavosi#,NULL,NULL,M,,Arya Stark,Characters from Braavos#Sailors#
Terrance_Lynderly,##House Lynderly#,,NULL,NULL,M,,Sansa Stark,Nobles#Characters from the Vale#House Lynderly#Squires#House Arryn retainers#
Terrence_Kenning,##House Kenning of Kayce#,,NULL,NULL,M,,N/A,House Kenning of Kayce#Nobles#Characters from the Westerlands#
Terrence_Toyne,##House Toyne#Kingsguard#,,NULL,178,M,,Davos Seaworth,House Toyne#Nobles#Characters from the Stormlands#Members of the Kingsguard#
Terro,,##Braavosi#,NULL,NULL,M,,Samwell Tarly,Characters from Braavos#Bravos#
Theo_Frey,##House Frey#,,NULL,NULL,M,U,Sansa Stark,Nobles#Characters from the Riverlands#House Frey#Knights#
Theo_Wull,##House Wull#,##Northern mountain clans#,NULL,283,M,D,Eddard Stark,House Wull#Nobles#Characters from the North#
Theobald,,,NULL,NULL,M,,Samwell Tarly,Archmaesters#Characters from Westeros#
Theodan_Wells,##House Wells#Warrior's Sons#,##Northmen#,NULL,NULL,M,,Cersei Lannister,Knights#Nobles#Members of the Faith Militant#Characters from the North#House Wells (the North)#
Theodore_Tyrell,##House Tyrell#,,NULL,NULL,M,,N/A,Nobles#Characters from the Reach#House Tyrell#Knights#
Theomar_Smallwood,##House Smallwood#,,NULL,NULL,M,,N/A,House Smallwood#Nobles#Characters from the Riverlands#
Theomore,##House Manderly#,,NULL,NULL,M,,Davos Seaworth,Maesters#House Manderly retainers#Nobles#Characters from the Westerlands#House Lannister of Lannisport#
Theomore_Harlaw,##House Harlaw#,,NULL,NULL,M,,Asha Greyjoy,House Harlaw#Nobles#Characters from the Iron Islands#
Theon_Greyjoy,##House Greyjoy#,##Ironmen#,279,NULL,M,A,Bran Stark,House Greyjoy#Characters from the Iron Islands#House Bolton retainers#Members of Robb Stark's guard#Characters from the North#Eunuchs#Nobles#POV characters#
Theon_Stark,,##First Men#/#Northmen#,NULL,NULL,M,D,Bran Stark,House Stark#Nobles#Characters from the North#Monarchs#
Thistle,,##Free Folk#,NULL,300,F,D,Varamyr Sixskins,Wildlings#Characters from Beyond the Wall#Warrior Women#Spearwives#
Thoren_Smallwood,##Night's Watch#,,NULL,299,M,D,Jon Snow,Nobles#Rangers of the Night's Watch#Members of the Night's Watch#Characters from the Riverlands#House Smallwood#
Thormor_Ironmaker,##House Ironmaker#,##Ironborn#,NULL,NULL,M,,Aeron Greyjoy,House Ironmaker#Characters from the Iron Islands#Nobles#
Thoros_of_Myr,##Brotherhood without banners#,##Myr#,NULL,NULL,,,,Characters from Myr#Members of the Brotherhood Without Banners#Outlaws#Red priests#Smallfolk#Clergy#
Three_Toes,##Brave Companions#,,NULL,NULL,M,,N/A,Members of the Brave Companions#Mercenaries#
Three-Tooth,##House Harlaw#,##Ironborn#,NULL,NULL,F,,Asha Greyjoy,Smallfolk#Characters from the Iron Islands#
Tickler,##House Clegane#,,NULL,300,,,,Smallfolk#Characters from the Westerlands#House Clegane retainers#Torturers and executioners#
Tim_Stone,##Night's Watch#,,NULL,NULL,M,,Samwell Tarly,Bastards#Characters from the Vale#Rangers of the Night's Watch#Members of the Night's Watch#
Tim_Tangletongue,##Night's Watch#,,NULL,NULL,,,,Stewards of the Night's Watch#Members of the Night's Watch#
Timeon,##Brave Companions#,##Dornish#,NULL,300,,,,Members of the Brave Companions#Sellswords#Characters from Dorne#
Timett,##Burned Men#,#the#Mountain clans#,282,NULL,M,U,Tyrion Lannister,Characters from the Vale#Tyrion Lannister's household#Members of the mountain clans of the Vale#
Timett_(father),##Burned Men#,#the#Mountain clans#,NULL,NULL,,,,Characters from the Vale#Members of the mountain clans of the Vale#
Timon,,,NULL,NULL,M,,Sansa Stark,Knights#
Timoth,##House Martell#,,NULL,NULL,M,,Arianne Martell,Smallfolk#Characters from Dorne#House Martell retainers#
Tion_Frey,##House Frey##House Lannister#,,284,299,M,D,N/A,Nobles#Characters from the Riverlands#House Lannister#House Frey#Squires#
Titus_Peake,##House Peake#,,NULL,NULL,M,,N/A,House Peake#Nobles#Characters from the Reach#
Tobbot,##House Clegane#,,NULL,NULL,M,A,Arya Stark,Characters from the Westerlands#House Clegane retainers#Smallfolk#
Tobho_Mott,,##Qohor#,NULL,NULL,M,A,Eddard Stark,Smallfolk#Blacksmiths#Characters from Qohor#
Todder,##Night's Watch#,,NULL,NULL,M,A,Jon Snow,Members of the Night's Watch#Rangers of the Night's Watch#Characters from the North#
Todric,,,NULL,299,M,D,Theon Greyjoy,Characters from the Iron Islands#
Toefinger,,##Free Folk#,NULL,NULL,M,,Jon Snow,Wildlings#Characters from Beyond the Wall#
Togg_Joth,##Brave Companions#,##Ibbenese#,NULL,NULL,M,,N/A,Members of the Brave Companions#Mercenaries#Characters from Ibben#
Tom_Costayne,##House Costayne#Kingsguard#,,NULL,NULL,M,,Jaime Lannister,House Costayne#Nobles#Characters from the Reach#Members of the Kingsguard#
Tom_of_Sevenstreams,##Brotherhood without banners#,,249,NULL,,,,Singers#Outlaws#House Frey retainers#Characters from the Riverlands#Members of the Brotherhood Without Banners#
TomToo,##House Stark#,##Northmen#,NULL,NULL,M,U,Bran Stark,Characters from the North#House Stark retainers#Smallfolk#
Tomard,##House Stark#,##Northmen#,253,298,M,D,Arya Stark,Captains of the guards#Characters from the North#House Stark retainers#Smallfolk#
Tommard_Heddle,,,NULL,211,,,,Knights#Characters from Westeros#
Tommen_Baratheon,,,NULL,NULL,M,A,Catelyn Tully,House Baratheon#House Lannister#Bastards#Characters from the Crownlands#Monarchs#Nobles#
Tommen_Costayne,##House Costayne#,,NULL,NULL,,,,House Costayne#Nobles#Characters from the Reach#
Torbert,##Faith of the Seven#Most Devout#,,NULL,NULL,M,,Cersei Lannister,Members of the Faith#Clergy#Most Devout#Characters from Westeros#
Toregg,,##Free Folk#,NULL,NULL,M,,Jon Snow,Wildlings#Characters from Beyond the Wall#
Tormund,,##Free Folk#,NULL,NULL,M,,Jon Snow,Wildlings#Characters from Beyond the Wall#
Torrek,##Stone Crows#,,NULL,NULL,M,A,Tyrion Lannister,Characters from the Vale#
Torren_Liddle,##House Liddle#,##Northern mountain clans#,NULL,NULL,M,,N/A,Nobles#Characters from the North#House Liddle#
Torrhen_Karstark,##House Karstark#,##Northmen#,NULL,298,M,D,Bran Stark,House Karstark#Nobles#Characters from the North#Members of Robb Stark's guard#
Torrhen_Stark,,##Northmen#,NULL,NULL,,,,Nobles#Characters from the North#Monarchs#House Stark#
Torwold_Browntooth,,##Ironborn#,NULL,NULL,M,,Asha Greyjoy,Characters from the Iron Islands#Smallfolk#Crew and followers of Euron Greyjoy#
Torwynd,,##Free Folk#,NULL,300,M,,Jon Snow,Wildlings#Characters from Beyond the Wall#
Tothmure,,,NULL,299,M,D,Arya Stark,Maesters#
Trebor_Jordayne,##House Jordayne#,,NULL,NULL,M,,N/A,House Jordayne#Nobles#Characters from Dorne#
Tregar,##House Lannister#,,NULL,298,M,D,Eddard Stark,Smallfolk#Characters from the Westerlands#House Lannister retainers#
Tregar_Ormollen,,##Lyseni#,NULL,NULL,M,A,Daenerys Targaryen,Characters from Lys#Merchants#
Tremond_Gargalen,##House Gargalen#,,NULL,NULL,M,,Tyrion Lannister,House Gargalen#Nobles#Characters from Dorne#
Tristan_Mudd,##House Mudd#Night's Watch#,,NULL,NULL,M,D,Jon Snow,House Mudd#Nobles#Characters from the Riverlands#Lord Commanders of the Night's Watch#
Tristan_Ryger,##House Ryger#,,NULL,NULL,M,,N/A,House Ryger#Nobles#Characters from the Riverlands#
Tristifer_Botley,##House Botley#,##Ironborn#,NULL,NULL,M,,Asha Greyjoy,House Botley#Nobles#Characters from the Iron Islands#Followers of Asha Greyjoy#
Tristifer_IV_Mudd,,,NULL,NULL,M,,Catelyn Tully,House Mudd#Characters from the Riverlands#Monarchs#Nobles#
Tristifer_V_Mudd,,,NULL,NULL,M,,Catelyn Tully,Nobles#Monarchs#Characters from the Riverlands#House Mudd#
Tristimun,#Sea watch#,,NULL,NULL,M,,Davos Seaworth,Knights#
Triston_of_Tally_Hill,##House Sunglass#King's Men#,,NULL,NULL,,,,House Sunglass#Characters from the Crownlands#Knights#Members of the king's men#
Triston_Farwynd,##House Farwynd#,##Ironborn#,NULL,NULL,M,,N/A,House Farwynd#Nobles#Characters from the Iron Islands#
Triston_Sunderland,##House Sunderland#,,NULL,NULL,M,,N/A,House Sunderland#Nobles#Characters from the Vale#
Trystane_Martell,##House Martell#,##Dornish#,287,NULL,M,A,N/A,Characters from Dorne#Nobles#House Martell#
Tuffleberry,,,NULL,NULL,M,U,Arya Stark,Smallfolk#Characters from the Riverlands#
Tumberjon,##Night's Watch#,,NULL,NULL,M,,Jon Snow,Rangers of the Night's Watch#Members of the Night's Watch#Characters from the North#
Tumco_Lho,,##Ghiscari#,NULL,NULL,M,,Barristan Selmy,Characters from Meereen#Courtiers and followers of Daenerys Targaryen#Knights#Slaves and freedmen#Squires#
Turnip,##House Stark#,##Northmen#,NULL,NULL,M,A,Bran Stark,Characters from the North#House Stark retainers#Smallfolk#
Turquin,,,NULL,NULL,M,,Tyrion Lannister,Maesters#
Tya_Lannister,##House Baratheon###House Lannister#,,NULL,NULL,F,D,Eddard Stark,Noblewomen#Characters from the Westerlands#House Lannister#
Tyana_Wylde,##House Wylde#House Frey#,,NULL,NULL,,,,House Wylde#House Frey#Noblewomen#Characters from the Stormlands#
Tybero_Istarion,##Second Sons#,,NULL,NULL,M,,Tyrion Lannister,Mercenaries#Second Sons#
Tybolt_Crakehall,##House Crakehall#,,NULL,NULL,M,,N/A,House Crakehall#Characters from the Westerlands#Knights#Nobles#
Tybolt_Hetherspoon,##House Hetherspoon#,,NULL,NULL,M,,N/A,House Hetherspoon#Characters from the Westerlands#Knights#Nobles#
Tybolt_Lannister,##House Lannister#,,NULL,212,M,D,N/A,House Lannister#Characters from the Westerlands#Knights#Nobles#
Tycho_Nestoris,##Iron Bank of Braavos#,##Braavosi#,NULL,NULL,M,,Jon Snow,Characters from Braavos#Bankers#Bureaucrats#Iron Bank of Braavos#
Tyene_Sand,##House Martell#,##Dornish#,277,NULL,F,,N/A,Bastards#Characters from Dorne#House Martell#Sand Snakes#Spies#
Tygett_Lannister,##House Lannister#,,250,285,,,,Nobles#House Lannister#Knights#Characters from the Westerlands#
Tyland_Lannister,##House Lannister#The Greens#,,NULL,133,M,D,N/A,House Lannister#Knights#Characters from the Westerlands#Masters of coin#Masters of ships#Hands of the King#Eunuchs#
Tymor,##House Greyjoy#,,NULL,NULL,M,U,Theon Greyjoy,Characters from the Iron Islands#
Tyrek_Lannister,##House Lannister#,,286,299,M,U,N/A,House Lannister#Nobles#Characters from the Westerlands#Squires#
Tyrion_Lannister,##House Lannister#Second Sons#,,273,NULL,M,A,Eddard Stark,House Lannister#Characters from the Westerlands#Dwarfs#Hands of the King#Kinslayers#Masters of coin#Mercenaries#Mummers#Nobles#POV characters#Courtiers and followers of Aegon VI Targaryen#Scribes#Second Sons#Slaves and freedmen#Exiles#
Tyrion_Tanner,##House Stokeworth#,,300,NULL,M,,N/A,Bastards#House Stokeworth#Characters from the Crownlands#
Tysane_Frey,##House Frey#,,292,NULL,F,,N/A,House Frey#Noblewomen#Characters from the Riverlands#
Tysha,,,272,NULL,,,,House Lannister#Smallfolk#Lowborn nobles#Characters from the Westerlands#
Tyta_Frey,##House Frey#,,270,NULL,F,,N/A,Noblewomen#Characters from the Riverlands#House Frey#
Tytos_Blackwood,##House Blackwood#,,NULL,NULL,M,A,Sansa Stark,House Blackwood#Characters from the Riverlands#Nobles#
Tytos_Brax,##House Brax#,,NULL,NULL,M,A,Catelyn Tully,House Brax#Nobles#Characters from the Westerlands#Knights#
Tytos_Frey,##House Frey#,,272,299,M,D,N/A,Nobles#House Frey#Characters from the Riverlands#Knights#
Tytos_Lannister,##House Lannister#,,220,267,M,D,Tyrion Lannister,House Lannister#Characters from the Westerlands#Nobles#
Tywin_Frey,##House Frey#House Frey of Riverrun#,,288,NULL,M,,N/A,House Frey#Characters from the Riverlands#Knights#Nobles#
Tywin_Frey_(son_of_Raymund),##House Frey#,,300,NULL,,,,House Frey#Nobles#Characters from the Riverlands#
Tywin_Lannister,##House Lannister#,,242,300,M,D,Eddard Stark,House Lannister#Characters from the Westerlands#Hands of the King#Knights#Nobles#Wardens#
Ulf_son_of_Umar,##Moon Brothers#,#the#Mountain clans#,NULL,298,,,,Characters from the Vale#Members of the mountain clans of the Vale#
Ulf_the_Ill,##House Greyjoy#,##Ironborn#,NULL,299,,,,Characters from the Iron Islands#
Ulf_the_White,##The blacks#The greens#,,NULL,130,,,,Dragonseeds#Smallfolk#Bastards#Dragonriders#Characters from the Crownlands#Knights#House Targaryen retainers#
Uller,##House Greyjoy#,##Ironborn#,NULL,NULL,M,A,Theon Greyjoy,Smallfolk#Characters from the Iron Islands#
Ulmer,##Kingswood Brotherhood##Night's Watch#,,NULL,NULL,M,,Samwell Tarly,Characters from the Crownlands#Members of the Kingswood Brotherhood#Members of the Night's Watch#Rangers of the Night's Watch#
Ulrick_Dayne,##House Dayne#,##Dornish#,NULL,NULL,,,,House Dayne#Nobles#Characters from Dorne#
Ulwyck_Uller,##House Uller#,,NULL,NULL,M,,Tyrion Lannister,Nobles#Characters from Dorne#House Uller#Knights#
Umar,##Moon Brothers#,#the#mountain clans#,NULL,NULL,M,U,Tyrion Lannister,Characters from the Vale#Members of the mountain clans of the Vale#
Umfred,##House Baelish#,,NULL,NULL,M,,Sansa Stark,Smallfolk#Characters from the Vale#House Baelish retainers#
Umma,##Faceless Men#,,NULL,NULL,F,,Arya Stark,Characters from Braavos#
Unella,##Faith of the Seven#Most Devout#,,NULL,NULL,F,,Cersei Lannister,Members of the Faith#Clergy#Most Devout#Characters from Westeros#
Urreg,,,NULL,NULL,M,D,Arya Stark,Smallfolk#Recruits of the Night's Watch#
Urek_Ironmaker,##House Ironmaker#,##Ironborn#,NULL,NULL,M,,N/A,House Ironmaker#Characters from the Iron Islands#Nobles#
Urras_Ironfoot,,,NULL,NULL,M,,Aeron Greyjoy,House Greyiron#Characters from the Iron Islands#Monarchs#Nobles#
Urrathon,,##Qartheen#,NULL,NULL,M,,Daenerys Targaryen,Characters from Qarth#
Urrigon_Greyjoy,##House Greyjoy#,##Ironborn#,269,NULL,M,,Aeron Greyjoy,House Greyjoy#Nobles#Characters from the Iron Islands#
Urron_Greyiron,,##Ironborn#,NULL,NULL,M,D,N/A,House Greyiron#Nobles#Characters from the Iron Islands#Monarchs#
Urswyck,##Brave Companions#,,NULL,NULL,M,,Arya Stark,Members of the Brave Companions#Sellswords#
Urzen,##House Greyjoy#,##Ironborn#,NULL,NULL,M,U,Theon Greyjoy,Characters from the Iron Islands#
Utherydes_Wayn,##House Wayn#House Tully#,,241,NULL,M,A,N/A,House Wayn#Characters from the Riverlands#Nobles#Stewards#House Tully retainers#
Uthor_Tollett,##House Tollett#,,NULL,NULL,M,,N/A,House Tollett#Nobles#Characters from the Vale#
Uthor_Underleaf,,,183,NULL,,,,Knights#
Utt,##Brave Companions#Faith of the Seven#(expelled)#,,NULL,299,M,D,Arya Stark,Clergy#Characters from Westeros#Members of the Brave Companions#Members of the Faith#Mercenaries#
Vaellyn,,,NULL,NULL,M,,Pate,Archmaesters#Characters from Westeros#
Vaemond_Velaryon,##House Velaryon#,##Valyrian#,NULL,126,M,D,N/A,House Velaryon#Characters from the Crownlands#Knights#Nobles#
Val,,##Free folk#,NULL,NULL,F,,Jon Snow,Wildlings#Characters from Beyond the Wall#
Valaena_Velaryon,##House Targaryen#House Velaryon#,##Valyrian#,NULL,NULL,,,,House Targaryen#House Velaryon#Noblewomen#
Valarr_Targaryen,##House Targaryen#,##Valyrian#,193,209,,,,House Targaryen#Nobles#Hands of the King#Characters from the Crownlands#
Varamyr,,##Free Folk#,NULL,NULL,,,,Wildlings#Skinchangers#Characters from Beyond the Wall#POV characters#
Vardis_Egen,##House Egen#House Arryn#,,253,298,M,D,Catelyn Tully,Nobles#Knights#Characters from the Vale#Captains of the guards#House Arryn retainers#
Vargo_Hoat,##Brave Companions#,##Qohor#,NULL,300,M,D,Tyrion Lannister,Members of the Brave Companions#Mercenaries#Characters from Qohor#
Varly,##House Stark#,##Northmen#,NULL,298,M,D,Eddard Stark,Characters from the North#House Stark retainers#Smallfolk#
Varys,,,NULL,NULL,M,A,Eddard Stark,Characters from Lys#Eunuchs#Masters of whisperers#Spymasters#Mummers#Thieves#Prostitutes#Smallfolk#
Vayon_Poole,##House Poole#,,NULL,298,M,D,Catelyn Tully,House Poole#Characters from the North#House Stark retainers#Nobles#Stewards#
Veiled_Lady,,##Braavosi#,NULL,NULL,,,,Characters from Braavos#Prostitutes#
Vickon_Botley,##House Botley#,##Ironborn#,NULL,NULL,M,,N/A,House Botley#Nobles#Characters from the Iron Islands#
Vickon_Greyjoy,##House Greyjoy#,,NULL,NULL,M,D,N/A,House Greyjoy#Nobles#Characters from the Iron Islands#
Victaria_Tyrell,##House Tyrell#,,NULL,NULL,,,,House Tyrell#House Bulwer#Noblewomen#Characters from the Reach#
Victarion_Greyjoy,##House Greyjoy#,##Ironborn#,268,NULL,M,A,N/A,House Greyjoy#Nobles#Characters from the Iron Islands#Crew of the Iron Victory#POV characters#
Victor_Tyrell,##House Tyrell#,,NULL,NULL,M,,N/A,Nobles#Characters from the Reach#House Tyrell#Knights#
